"","county","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"539","Jefferson","Schnapps",31685,2481,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"540","Jefferson","Tequila",45192,2406,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"541","Jefferson","Distilled Spirits",5203,234,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"542","Jefferson","Amaretto",3710,360,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"543","Hamilton","Misc",63166,4315,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"544","Hamilton","Whisky",325369,24414,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"545","Hamilton","Brandy",32921,1999,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"546","Hamilton","Rum",114379,8383,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"547","Hamilton","Vodka",176283,19101,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"548","Hamilton","Schnapps",33180,2549,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"549","Hamilton","Tequila",40711,2702,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"550","Hamilton","Distilled Spirits",3431,178,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"551","Hamilton","Gin",14333,1313,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"552","Hamilton","Amaretto",2420,281,92.2,22,3,32408,15227,14213,97,0,387,0,369,161,2.12832468641229,93.340776252709,0.637026334800026
"553","Plymouth","Misc",133600,7423,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"554","Plymouth","Whisky",615048,42091,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"555","Plymouth","Brandy",40659,3505,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"556","Plymouth","Rum",254808,17370,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"557","Plymouth","Vodka",268578,24143,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"558","Plymouth","Tequila",79596,5499,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"559","Plymouth","Distilled Spirits",5904,304,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"560","Plymouth","Gin",27107,2090,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"561","Plymouth","Amaretto",4931,510,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"562","Plymouth","Schnapps",90247,6991,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,1.38479096588179,95.4188691334294,0.488547172833574
"563","Humboldt","Misc",53489,3511,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"564","Humboldt","Tequila",29102,2016,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"565","Humboldt","Whisky",260933,19343,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"566","Humboldt","Brandy",13430,1197,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"567","Humboldt","Rum",103578,7459,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"568","Humboldt","Gin",7877,720,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"569","Humboldt","Vodka",121886,12742,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"570","Humboldt","Distilled Spirits",2725,124,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"571","Humboldt","Amaretto",3304,374,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"572","Humboldt","Schnapps",27901,1897,93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,3.17757884875612,98.011866347455,0.156136150723431
"573","Dallas","Vodka",582588,49915,95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,0.552296539180777,91.3697261572354,1.1681225504009
"574","Dallas","Gin",53943,3787,95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,0.552296539180777,91.3697261572354,1.1681225504009
"575","Dallas","Brandy",34463,2446,95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,0.552296539180777,91.3697261572354,1.1681225504009
"576","Dallas","Tequila",134630,9037,95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,0.552296539180777,91.3697261572354,1.1681225504009
"577","Dallas","Amaretto",5809,448,95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,0.552296539180777,91.3697261572354,1.1681225504009
"578","Dallas","Distilled Spirits",13625,603,95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,0.552296539180777,91.3697261572354,1.1681225504009
"579","Pottawattamie","Distilled Spirits",65922,6113,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"580","Clinton","Misc",325744,21467,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"581","Clinton","Whisky",938334,58739,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"582","Clinton","Vodka",755073,70954,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"583","Clinton","Brandy",154560,8056,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"584","Clinton","Rum",504582,37396,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"585","Clinton","Tequila",232579,14901,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"586","Clinton","Distilled Spirits",14747,947,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"587","Clinton","Gin",73020,6678,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"588","Clinton","Amaretto",18127,2096,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"589","Clinton","Schnapps",262643,18827,91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,0.638956057700325,93.8464104060702,2.67656132744101
"590","Shelby","Misc",58511,3392,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"591","Shelby","Vodka",130789,12612,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"592","Shelby","Whisky",317777,21005,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"593","Shelby","Brandy",11257,874,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"594","Shelby","Rum",133176,9941,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"595","Shelby","Amaretto",2298,274,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"596","Shelby","Tequila",39204,2576,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"597","Shelby","Distilled Spirits",2589,121,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"598","Shelby","Gin",10047,656,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"599","Shelby","Schnapps",36161,2632,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,2.4248158070998,96.1486939048895,0.410247823174816
"600","Bremer","Misc",137292,8384,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"601","Bremer","Vodka",357142,34371,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"602","Bremer","Tequila",81558,5547,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"603","Bremer","Brandy",40976,3437,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"604","Bremer","Whisky",665938,47591,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"605","Bremer","Rum",317573,23389,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"606","Bremer","Distilled Spirits",7044,447,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"607","Bremer","Gin",37452,2914,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"608","Bremer","Amaretto",6463,663,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"609","Bremer","Schnapps",93232,7445,95.3,27.9,3.2,31932,24663,23758,265,60,216,39,110,215,1.29473300085148,96.3305356201598,1.0744840449256
"610","Taylor","Whisky",50673,3431,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"611","Taylor","Gin",1060,106,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"612","Taylor","Vodka",19477,2311,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"613","Taylor","Misc",7434,510,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"614","Taylor","Rum",12792,838,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"615","Taylor","Brandy",1594,139,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"616","Taylor","Tequila",5730,319,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"617","Taylor","Amaretto",1021,70,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"618","Taylor","Schnapps",4789,416,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"619","Taylor","Distilled Spirits",275,13,90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,4.92671927846674,95.9896923820261,0.193267837010791
"620","Ringgold","Misc",15809,1116,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"621","Ringgold","Whisky",64896,4424,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"622","Ringgold","Vodka",24291,2493,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"623","Ringgold","Brandy",2324,220,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"624","Ringgold","Rum",12194,920,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"625","Ringgold","Gin",2131,203,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"626","Ringgold","Tequila",5716,418,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"627","Ringgold","Amaretto",1355,152,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"628","Ringgold","Schnapps",9758,822,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"629","Ringgold","Distilled Spirits",798,42,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,5.4580530273051,97.1705579738821,0.217649386624456
"630","Wayne","Misc",8677,602,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"631","Wayne","Whisky",48401,3269,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"632","Wayne","Gin",2629,248,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"633","Wayne","Vodka",18898,1860,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"634","Wayne","Rum",12854,947,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"635","Wayne","Brandy",1542,145,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"636","Wayne","Tequila",3306,228,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"637","Wayne","Schnapps",6641,593,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"638","Wayne","Distilled Spirits",712,37,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"639","Wayne","Amaretto",762,52,89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,4.19912540996408,97.8291425894112,0.640324847727628
"640","Sioux","Misc",107037,6306,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"641","Sioux","Tequila",65670,3625,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"642","Sioux","Whisky",567099,40635,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"643","Sioux","Brandy",26244,2082,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"644","Sioux","Rum",288394,19851,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"645","Sioux","Vodka",258135,24058,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"646","Sioux","Gin",17898,1412,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"647","Sioux","Amaretto",8377,757,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"648","Sioux","Schnapps",75755,5529,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"649","Sioux","Distilled Spirits",3775,170,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,0.811646110742035,92.8627133820514,0.421709367147107
"660","Decatur","Rum",21841,1475,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"661","Decatur","Whisky",70751,4227,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"662","Decatur","Gin",2416,189,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"663","Decatur","Vodka",37757,3785,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"664","Decatur","Misc",10771,495,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"665","Decatur","Brandy",3901,249,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"666","Decatur","Tequila",5673,317,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"667","Decatur","Amaretto",708,55,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"668","Decatur","Schnapps",11070,833,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"669","Decatur","Distilled Spirits",491,21,86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,2.50633373934227,95.1887941534714,1.98538367844093
"670","Greene","Vodka",80745,7886,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"671","Greene","Misc",31483,1960,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"672","Greene","Rum",74556,5420,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"673","Greene","Tequila",17545,1227,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"674","Greene","Whisky",162321,10953,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"675","Greene","Distilled Spirits",2480,107,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"676","Greene","Gin",8390,647,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"677","Greene","Brandy",4434,327,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"678","Greene","Amaretto",1739,185,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"679","Greene","Schnapps",16665,1200,92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,2.9500165143675,97.8421226467026,0.154134096664098
"680","Calhoun","Whisky",141632,11525,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"681","Calhoun","Gin",5530,537,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"682","Calhoun","Vodka",66698,7406,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"683","Calhoun","Misc",21560,1352,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"684","Calhoun","Rum",63282,4524,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"685","Calhoun","Brandy",6569,586,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"686","Calhoun","Tequila",12594,704,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"687","Calhoun","Schnapps",13672,1119,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"688","Calhoun","Amaretto",1837,268,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"689","Calhoun","Distilled Spirits",655,50,92.2,18.4,2.7,26420,9876,9500,164,31,26,0,13,142,2.6751721344674,96.1927906034832,1.66059133252329
"690","Davis","Misc",5413,439,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"691","Davis","Vodka",24550,2947,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"692","Davis","Whisky",38159,2533,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"693","Davis","Tequila",2479,202,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"694","Davis","Gin",1335,147,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"695","Davis","Rum",12770,900,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"696","Davis","Brandy",2610,260,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"697","Davis","Amaretto",311,36,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"698","Davis","Schnapps",5075,427,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"699","Davis","Distilled Spirits",808,38,86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,3.27771441605839,98.1409671532847,0.182481751824818
"700","Hancock","Rum",47115,3334,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"701","Hancock","Whisky",118144,10089,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"702","Hancock","Gin",3281,312,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"703","Hancock","Vodka",62175,7157,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"704","Hancock","Misc",15210,1065,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"705","Hancock","Brandy",7079,642,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"706","Hancock","Tequila",10737,776,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"707","Hancock","Amaretto",1144,98,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"708","Hancock","Schnapps",13356,1247,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"709","Wright","Brandy",9258,749,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"710","Wright","Rum",110098,7781,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"711","Wright","Misc",46374,2730,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"712","Wright","Whisky",287821,21560,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"713","Wright","Gin",10143,844,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"714","Wright","Vodka",156735,17132,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"715","Wright","Tequila",33032,2024,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"716","Wright","Amaretto",2150,210,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"717","Wright","Schnapps",27088,2057,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"718","Wright","Distilled Spirits",1452,69,90,17,6.2,30756,12891,12022,63,26,73,0,530,177,2.38585059343728,93.2588627724769,0.4887130556202
"719","Delaware","Misc",75640,4273,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"720","Delaware","Brandy",18534,1300,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"721","Delaware","Rum",148740,9887,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"722","Delaware","Vodka",146740,14422,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"723","Delaware","Whisky",377958,27042,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"724","Delaware","Gin",13660,1037,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"725","Delaware","Tequila",37682,2592,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"726","Delaware","Amaretto",2598,248,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"727","Delaware","Schnapps",61342,4508,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"728","Delaware","Distilled Spirits",3157,214,90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,1.79598738893666,98.3319002579536,0.189165950128977
"729","Louisa","Misc",10850,706,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,2.70980357301573,92.5606612745534,1.26211003466359
"730","Louisa","Whisky",83654,5979,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,2.70980357301573,92.5606612745534,1.26211003466359
"731","Louisa","Brandy",25461,1508,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,2.70980357301573,92.5606612745534,1.26211003466359
"732","Louisa","Rum",48179,3171,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,2.70980357301573,92.5606612745534,1.26211003466359
