"","zipcode","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"2319","52356","Schnapps",3054,284,93.5,23.4,1.3,39806,2495,2396,20,0,8,0,5,66,15.9543086172345,96.0320641282565,0.801603206412826
"2320","50135","Whisky",15835,966,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2321","50135","Misc",1489,69,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2322","50135","Rum",3746,242,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2323","50135","Brandy",1458,102,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2324","50135","Tequila",714,29,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2325","50135","Gin",139,11,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2326","50135","Vodka",7825,771,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2327","50135","Amaretto",28,3,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2328","50135","Schnapps",1336,133,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2329","50135","Distilled Spirits",1953,84,92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0
"2330","50436","Misc",35938,2093,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2331","50436","Tequila",24324,1431,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2332","50436","Vodka",106437,10496,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2333","50436","Whisky",192449,14772,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2334","50436","Brandy",10405,825,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2335","50436","Rum",110153,8233,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2336","50436","Distilled Spirits",2799,120,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2337","50436","Gin",6724,510,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2338","50436","Amaretto",2841,262,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2339","50436","Schnapps",24289,1793,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064
"2340","50248","Misc",5862,332,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2341","50248","Whisky",69825,5359,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2342","50248","Gin",2742,242,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2343","50248","Vodka",41281,4725,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2344","50248","Rum",23407,1783,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2345","50248","Brandy",3020,231,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2346","50248","Tequila",7167,421,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2347","50248","Amaretto",328,40,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2348","50248","Schnapps",3520,292,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2349","50248","Distilled Spirits",71,3,92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419
"2350","50682","Misc",4251,257,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2351","50682","Rum",12274,937,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2352","50682","Whisky",29168,1844,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2353","50682","Gin",926,63,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2354","50682","Vodka",12920,1240,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2355","50682","Brandy",1273,120,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2356","50682","Tequila",3599,304,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2357","50682","Amaretto",307,20,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2358","50682","Schnapps",6125,453,93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0
"2359","51461","Rum",20963,1294,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2360","51461","Whisky",50356,3475,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2361","51461","Gin",1035,103,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2362","51461","Vodka",10885,842,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2363","51461","Misc",7988,498,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2364","51461","Brandy",359,39,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2365","51461","Tequila",3656,183,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2366","51461","Amaretto",378,46,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2367","51461","Schnapps",7161,554,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2368","51461","Distilled Spirits",3,0,92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711
"2369","50435","Misc",13631,630,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2370","50435","Rum",18520,1138,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2371","50435","Vodka",20507,1799,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2372","50435","Whisky",60854,3904,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2373","50435","Gin",1453,91,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2374","50435","Brandy",2197,144,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2375","50435","Tequila",4220,192,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2376","50435","Amaretto",492,57,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2377","50435","Schnapps",12557,935,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2378","50435","Distilled Spirits",1937,87,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0
"2379","50046","Rum",4193,340,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2380","50046","Whisky",10213,731,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2381","50046","Gin",625,66,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2382","50046","Vodka",5308,543,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2383","50046","Misc",960,78,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2384","50046","Brandy",464,30,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2385","50046","Tequila",935,75,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2386","50046","Schnapps",2220,100,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2387","50046","Distilled Spirits",305,21,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2388","50046","Amaretto",10,2,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268
"2389","50665","Misc",5253,316,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2390","50665","Whisky",44342,3757,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2391","50665","Gin",1782,161,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2392","50665","Vodka",25619,2834,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2393","50665","Rum",20485,1427,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2394","50665","Brandy",2197,186,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2395","50665","Tequila",2800,194,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2396","50665","Schnapps",5843,454,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2397","50665","Distilled Spirits",367,42,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2398","50665","Amaretto",175,27,94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119
"2399","51450","Whisky",79046,6098,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2400","51450","Misc",11550,684,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2401","51450","Rum",38873,2592,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2402","51450","Tequila",4790,272,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2403","51450","Distilled Spirits",389,22,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2404","51450","Gin",3022,222,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2405","51450","Vodka",33671,3369,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2406","51450","Brandy",2287,178,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2407","51450","Amaretto",778,100,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2408","51450","Schnapps",9756,717,91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219
"2409","52653","Rum",16528,1238,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2410","52653","Misc",5617,352,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2411","52653","Whisky",40149,3054,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2412","52653","Gin",1331,143,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2413","52653","Vodka",20968,2326,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2414","52653","Brandy",1940,166,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2415","52653","Tequila",3466,234,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2416","52653","Schnapps",5081,433,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2417","52653","Distilled Spirits",658,33,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2418","52653","Amaretto",184,22,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106
"2419","52333","Rum",28114,1746,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2420","52333","Misc",9032,484,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2421","52333","Whisky",68903,4286,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2422","52333","Gin",2737,186,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2423","52333","Vodka",42022,3904,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2424","52333","Distilled Spirits",2178,276,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2425","52333","Brandy",2452,190,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2426","52333","Tequila",12096,908,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2427","52333","Schnapps",5568,397,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2428","52333","Amaretto",158,24,98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709
"2429","52565","Whisky",68322,4191,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2430","52565","Gin",2684,134,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2431","52565","Vodka",30294,2819,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2432","52565","Misc",8634,495,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2433","52565","Rum",25084,1859,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2434","52565","Brandy",1722,151,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2435","52565","Tequila",4858,293,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2436","52565","Amaretto",349,46,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2437","52565","Schnapps",13483,994,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2438","52565","Distilled Spirits",319,19,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202
"2439","52730","Misc",7304,350,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2440","52730","Amaretto",197,24,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2441","52730","Vodka",24599,2232,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2442","52730","Tequila",9135,484,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2443","52730","Whisky",22701,1442,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2444","52730","Brandy",1645,105,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2445","52730","Rum",14339,1058,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2446","52730","Gin",1404,121,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2447","52730","Schnapps",4982,336,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2448","52730","Distilled Spirits",877,41,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0
"2449","50225","Misc",3246,149,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2450","50225","Vodka",17149,1616,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2451","50225","Whisky",30018,1997,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2452","50225","Gin",438,24,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2453","50225","Rum",6974,481,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2454","50225","Brandy",247,20,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2455","50225","Tequila",3298,235,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2456","50225","Amaretto",94,11,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2457","50225","Schnapps",1152,103,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2458","50225","Distilled Spirits",371,20,93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0
"2459","50111","Misc",88018,4858,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2460","50111","Vodka",309451,26515,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2461","50111","Whisky",368027,21567,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2462","50111","Rum",178582,12603,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2463","50111","Amaretto",4448,344,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2464","50111","Distilled Spirits",8258,299,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2465","50111","Gin",22126,1616,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2466","50111","Brandy",16466,1013,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2467","50111","Tequila",62298,5051,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2468","50111","Schnapps",21289,1537,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509
"2469","52154","Misc",6880,303,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2470","52154","Tequila",2613,93,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2471","52154","Whisky",24645,1711,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2472","52154","Gin",666,51,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2473","52154","Vodka",10360,847,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2474","52154","Rum",15259,906,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2475","52154","Brandy",1233,98,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2476","52154","Amaretto",325,32,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2477","52154","Schnapps",7115,516,83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0
"2478","51555","Vodka",40990,4255,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2479","51555","Whisky",73255,4791,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2480","51555","Misc",18874,1191,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2481","51555","Tequila",12436,728,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2482","51555","Brandy",2875,237,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2483","51555","Rum",40318,3139,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2484","51555","Schnapps",12840,1065,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2485","51555","Gin",3198,351,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2486","51555","Distilled Spirits",2051,96,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2487","51555","Amaretto",349,38,91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0
"2488","50707","Whisky",168076,11735,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2489","50707","Brandy",46899,2323,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2490","50707","Misc",35901,2114,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2491","50707","Gin",14284,1126,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2492","50707","Vodka",120514,12023,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2493","50707","Rum",80461,5561,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2494","50707","Tequila",34407,1960,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2495","50707","Amaretto",1243,158,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2496","50707","Schnapps",29193,2230,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2497","50707","Distilled Spirits",2781,135,86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348
"2498","52233","Misc",12329,703,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2499","52233","Whisky",88141,6256,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2500","52233","Gin",5414,509,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2501","52233","Vodka",70735,6869,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2502","52233","Rum",37979,2726,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2503","52233","Brandy",24098,1112,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2504","52233","Tequila",10600,609,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2505","52233","Schnapps",5998,372,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2506","52233","Distilled Spirits",632,30,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2507","52233","Amaretto",124,20,94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798
"2508","50648","Whisky",30498,2447,97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661
"2509","50648","Gin",1078,88,97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661
"2510","50648","Vodka",15507,1573,97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661
"2511","50648","Misc",6840,425,97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661
"2512","50648","Rum",13906,971,97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661
"2513","50648","Brandy",1720,170,97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661
